2.370322250991956092e-02,2.649999999999999925e-02,3.963897579746108839e-03,1.285908498635678771e-02,1.118600014307466473e-02,6.296819613135404801e-03,1.241648863356404307e-02,7.835280681853013310e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.179999999999999688e-03,4.279999999999999950e-03,1.986999999999999877e-02,3.480000000000000020e-03,2.500000000000000052e-03,2.680000000000000090e-03,3.650000000000000033e-03,1.103999999999999947e-02,1.259000000000000050e-02,1.197999999999999933e-02,1.742000000000000146e-02,1.621999999999999831e-02,1.280000000000000061e-02,4.199999999999999740e-03,2.029999999999999860e-02,5.899999999999999863e-03,1.310000000000000053e-02,6.599999999999999964e-04,1.299999999999999886e-04
2.865092421652415747e-02,2.784022314430614764e-02,4.542472201705342189e-03,1.371945374640809283e-02,1.222810431792572400e-02,6.208735553064902851e-03,1.220915044739464064e-02,8.386175374880103575e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.989999999999999623e-03,3.989999999999999623e-03,2.020999999999999880e-02,3.739999999999999835e-03,2.769999999999999893e-03,2.890000000000000208e-03,3.850000000000000124e-03,1.212000000000000056e-02,1.370999999999999996e-02,1.303999999999999951e-02,1.881000000000000033e-02,1.763999999999999943e-02,1.290000000000000001e-02,3.799999999999999992e-03,2.060000000000000026e-02,6.100000000000000387e-03,1.450000000000000074e-02,6.400000000000000524e-04,1.200000000000000030e-04
3.036827783971261449e-02,2.923397574514839323e-02,5.121046823664576406e-03,1.457982250645939448e-02,1.312735847239064960e-02,6.120651492994402636e-03,1.200181226122523474e-02,8.937070067907195575e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.889999999999999795e-03,3.789999999999999966e-03,2.051000000000000045e-02,4.029999999999999728e-03,3.099999999999999891e-03,3.139999999999999996e-03,4.120000000000000398e-03,1.328000000000000014e-02,1.484000000000000076e-02,1.409999999999999969e-02,2.014000000000000165e-02,1.878000000000000155e-02,1.319999999999999993e-02,3.500000000000000073e-03,2.089999999999999844e-02,6.499999999999999702e-03,1.569999999999999868e-02,6.099999999999999737e-04,1.100000000000000039e-04
3.038360405053882815e-02,2.995601576693112875e-02,5.731474358974347934e-03,1.544019126651069614e-02,1.373685393336870376e-02,6.032567432923901553e-03,1.180520005791192185e-02,9.487964760934284106e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.860000000000000150e-03,3.650000000000000033e-03,2.075000000000000108e-02,4.360000000000000160e-03,3.249999999999999851e-03,3.490000000000000047e-03,4.389999999999999805e-03,1.447000000000000022e-02,1.601999999999999952e-02,1.524999999999999967e-02,2.153000000000000053e-02,1.991000000000000061e-02,1.389999999999999916e-02,3.200000000000000153e-03,2.110000000000000070e-02,6.700000000000000226e-03,1.710000000000000062e-02,5.699999999999999772e-04,1.000000000000000048e-04
3.039893026136503834e-02,3.020786171256726119e-02,6.430213675213670294e-03,1.630056002656200126e-02,1.441562182928169365e-02,5.944483372853402205e-03,1.163268411723137469e-02,1.029806333929319390e-02,0.000000000000000000e+00,1.382199999999999922e-02,3.939999999999999926e-03,3.619999999999999954e-03,2.089999999999999844e-02,4.680000000000000132e-03,3.540000000000000178e-03,3.799999999999999992e-03,4.689999999999999725e-03,1.558999999999999969e-02,1.713999999999999899e-02,1.635999999999999954e-02,2.280000000000000082e-02,2.091000000000000150e-02,1.480000000000000066e-02,3.099999999999999891e-03,2.110000000000000070e-02,7.000000000000000146e-03,1.849999999999999908e-02,5.400000000000000069e-04,9.000000000000000567e-05
3.041425647219125200e-02,3.001954016302627731e-02,7.128952991452992653e-03,1.716092878661330465e-02,1.553675660372791194e-02,5.856399312782899387e-03,1.146016817655082752e-02,1.111726697545004951e-02,2.425607000000000110e-02,1.411699999999999934e-02,4.069999999999999833e-03,3.619999999999999954e-03,2.101000000000000090e-02,5.040000000000000209e-03,3.930000000000000333e-03,4.139999999999999583e-03,4.989999999999999644e-03,1.659000000000000058e-02,1.813999999999999987e-02,1.733000000000000165e-02,2.398000000000000131e-02,2.176000000000000156e-02,1.590000000000000094e-02,3.099999999999999891e-03,2.120000000000000009e-02,7.400000000000000328e-03,1.959999999999999937e-02,5.199999999999999544e-04,8.000000000000000654e-05
3.042958268301745872e-02,2.983121861348527956e-02,8.154752136752133410e-03,1.856870549681932658e-02,1.665789137817412849e-02,5.748416460287681350e-03,1.128765223587027688e-02,1.193647061160690685e-02,2.493543999999999969e-02,1.451999999999999992e-02,4.279999999999999950e-03,3.739999999999999835e-03,2.113999999999999907e-02,5.440000000000000391e-03,4.230000000000000253e-03,4.510000000000000120e-03,5.530000000000000193e-03,1.754000000000000004e-02,1.916999999999999954e-02,1.835000000000000173e-02,2.520000000000000018e-02,2.280000000000000082e-02,1.700000000000000122e-02,3.200000000000000153e-03,2.129999999999999949e-02,7.799999999999999642e-03,2.089999999999999844e-02,4.899999999999999842e-04,8.000000000000000654e-05
3.181756600189929174e-02,2.961629773247704059e-02,9.876270655270637591e-03,2.006274603528101011e-02,1.777902615262034677e-02,5.539270527412968985e-03,1.111513629518973145e-02,1.275567424776376593e-02,2.556771099999999991e-02,1.508600000000000045e-02,4.579999999999999870e-03,3.939999999999999926e-03,2.130999999999999908e-02,5.879999999999999810e-03,4.649999999999999620e-03,4.890000000000000249e-03,6.000000000000000125e-03,1.833999999999999866e-02,2.020999999999999880e-02,1.932999999999999996e-02,2.653000000000000150e-02,2.408000000000000071e-02,1.799999999999999864e-02,3.299999999999999982e-03,2.120000000000000009e-02,8.200000000000000691e-03,2.210000000000000159e-02,4.600000000000000139e-04,8.000000000000000654e-05
3.382618043684706977e-02,3.031052213869724413e-02,1.260418518518517488e-02,2.118195940683506931e-02,1.886188134399175570e-02,5.330124594538254885e-03,1.095316069413392913e-02,1.356943828387670824e-02,2.666954599999999884e-02,1.587099999999999969e-02,4.919999999999999894e-03,4.190000000000000148e-03,2.149999999999999828e-02,6.309999999999999637e-03,4.969999999999999592e-03,5.259999999999999919e-03,6.400000000000000307e-03,1.914000000000000076e-02,2.125000000000000153e-02,2.031000000000000166e-02,2.781000000000000139e-02,2.545000000000000040e-02,1.880000000000000074e-02,3.399999999999999811e-03,2.120000000000000009e-02,8.699999999999999400e-03,2.330000000000000127e-02,4.499999999999999877e-04,8.000000000000000654e-05
3.583479487179484085e-02,3.299076860174476877e-02,1.405655128205128036e-02,2.207421250928549850e-02,1.989465701748426713e-02,5.120978661663542521e-03,1.082772208606103126e-02,1.430463099579630699e-02,2.775710799999999909e-02,1.672099999999999975e-02,5.530000000000000193e-03,4.559999999999999817e-03,2.182999999999999871e-02,6.819999999999999674e-03,5.360000000000000181e-03,5.790000000000000008e-03,6.799999999999999621e-03,2.004999999999999838e-02,2.241999999999999896e-02,2.137000000000000011e-02,2.936000000000000068e-02,2.728999999999999829e-02,1.930000000000000118e-02,3.599999999999999901e-03,2.160000000000000114e-02,9.199999999999999845e-03,2.469999999999999973e-02,4.299999999999999894e-04,8.000000000000000654e-05
3.784340930674261194e-02,3.581101179298852577e-02,1.634091168091162533e-02,2.296646561173592768e-02,2.092743269097678896e-02,4.911832728788828421e-03,1.070228347798813512e-02,1.503982370771590922e-02,2.854494900000000002e-02,1.775900000000000048e-02,6.450000000000000004e-03,4.989999999999999644e-03,2.239999999999999977e-02,7.329999999999999710e-03,5.839999999999999705e-03,6.320000000000000097e-03,7.270000000000000420e-03,2.117000000000000132e-02,2.376999999999999946e-02,2.259999999999999856e-02,3.090000000000000038e-02,2.946999999999999967e-02,1.949999999999999997e-02,3.799999999999999992e-03,2.199999999999999872e-02,9.700000000000000289e-03,2.610000000000000167e-02,4.200000000000000174e-04,8.000000000000000654e-05
3.985202374169038997e-02,3.999254076278081771e-02,1.755332065527062668e-02,2.391470038080174831e-02,2.189450049230371245e-02,4.733966812641527029e-03,1.057684486991523724e-02,1.577501641963550971e-02,2.946837799999999993e-02,1.868799999999999975e-02,7.139999999999999646e-03,5.499999999999999681e-03,2.313000000000000125e-02,7.879999999999999852e-03,6.250000000000000347e-03,6.779999999999999569e-03,7.709999999999999840e-03,2.245000000000000120e-02,2.535000000000000100e-02,2.403999999999999887e-02,3.266000000000000153e-02,3.182999999999999718e-02,1.930000000000000118e-02,4.000000000000000083e-03,2.249999999999999917e-02,1.020000000000000073e-02,2.800000000000000058e-02,4.099999999999999912e-04,8.000000000000000654e-05
4.409382564102559687e-02,4.268091639229774220e-02,1.856965982905980223e-02,2.393124642608759553e-02,2.285955354270157933e-02,4.581068938303701869e-03,1.044808644803209632e-02,1.651130127979044682e-02,3.003356800000000007e-02,1.957599999999999965e-02,7.910000000000000364e-03,6.069999999999999875e-03,2.393999999999999947e-02,8.779999999999999610e-03,7.210000000000000263e-03,7.749999999999999944e-03,8.170000000000000179e-03,2.411999999999999908e-02,2.701999999999999888e-02,2.562000000000000041e-02,3.441999999999999921e-02,3.420000000000000123e-02,1.909999999999999892e-02,4.300000000000000003e-03,2.340000000000000066e-02,1.080000000000000057e-02,2.989999999999999949e-02,4.000000000000000192e-04,9.000000000000000567e-05
